point_id;loss_sum_2013;loss_sum_2014;loss_sum_2015;loss_sum_2016;loss_sum_2017;loss_sum_2018;loss_sum_2019
574_0;1068;2010;904;207;711;253;379
576_0;110;73;95;455;480;17;83
587_0;897;685;548;503;1172;207;330
600_0;0;0;0;0;7;2;0
156101_0;74;40;31;206;189;470;7
156102_0;0;0;0;0;4;0;0
156104_0;127;88;345;220;1164;615;369
156117_0;1;29;0;255;49;7;8
156131_0;214;659;79;276;1398;567;491
156154_0;1;13;199;174;607;57;54
179037_0;72;1914;75;91;7649;5690;1499
179045_0;310;327;118;241;694;102;461
179050_0;2;6;0;0;0;0;0
179065_0;2294;221;659;1093;4524;110;273
179089_0;0;1;0;1;1;5;0
179090_0;0;0;0;0;0;0;0
12459_0;5;13;5;23;23;6;0
12466_0;8395;63;1798;19;15;0;6
12474_0;42;103;24;313;655;55;9
12494_0;68;744;2099;355;1385;591;215
12495_0;2793;570;0;12;17651;2985;177
12498_0;73;51;82;181;292;193;174
52898_0;0;13;0;13;8;33;0
52919_0;4;5;0;0;0;0;0
52921_0;89;3;0;2;1;3;30
52922_0;0;4;3;38;24;8;2
52924_0;277;576;62;90;2623;559;39
52933_0;0;1;0;95;0;0;37
52937_0;2;12;0;0;0;0;0
52938_0;77;4727;876;2332;4505;781;1664
52941_0;183;378;612;962;383;487;52
52945_0;0;0;0;0;0;0;0
63325_0;7;533;182;193;3;0;13
63331_0;33;22;743;74;1640;69;8
63340_0;57;898;1139;989;652;412;1967
63350_0;3;2;0;3;66;1;0
63355_0;1114;38;407;432;71;53;3
63366_0;417;495;717;473;358;190;98
180641_0;223;4394;1440;4469;22916;9618;24
180653_0;316;259;482;266;480;134;13
180672_0;3;6;1225;1273;516;19;695
180675_0;1172;95;1559;36;14560;2127;828
180679_0;34;265;252;159;118;234;529
243418_0;2;0;0;0;0;0;0
243419_0;11;104;115;221;212;315;430
243430_0;1;1;0;22;184;27;131
243441_0;154;226;56;1373;1130;104;849
243448_0;1;1;48;592;13940;1675;41
243450_0;1;0;7;27;237;8;0
184892_0;43;154;390;778;404;110;1481
184899_0;0;20;9;408;818;62;0
184906_0;7;69;0;7;78;64;9
184907_0;395;3588;359;494;975;1020;1052
184910_0;0;0;0;23;0;0;0
184918_0;1106;460;810;736;576;215;816
184923_0;110;264;230;1;58;831;0
184932_0;62;1067;450;158;543;346;773
184935_0;1;3;0;0;0;11;0
184942_0;18;33;136;47;1789;32;0
184949_0;0;0;0;0;0;0;0
184950_0;207;122;32;1291;753;697;1215
8188_0;1123;1437;150;4879;3190;321;18
8197_0;7;5;0;0;5;4;0
8204_0;1;374;168;288;2440;2307;530
8206_0;311;3798;359;493;816;19;129
47402_0;0;0;0;1;2;0;9
47403_0;0;0;0;0;0;0;0
47404_0;0;0;0;3;5;0;0
47407_0;8;3;0;0;1;0;1
47425_0;192;313;147;103;642;179;285
47454_0;168;247;12;89;0;0;35
112311_0;1729;1559;507;590;381;251;114
112318_0;1;1;0;0;0;1;0
112341_0;1;4;0;0;194;13;0
112351_0;0;0;0;0;0;0;34
112358_0;59;1160;12;171;2476;2873;2871
81576_0;0;4;11;4;376;7;37
81583_0;7;695;13;0;0;0;0
81592_0;5;17;73;13;7;65;3
149722_0;2;0;0;0;5;0;0
149728_0;245;253;616;1120;2287;562;356
149736_0;0;0;0;6;114;0;16
149748_0;2;0;0;0;0;0;0
149750_0;156;36;667;89;2531;10;2764
149754_0;0;0;0;0;0;0;0
232045_0;1;12;7;185;31;0;71
232062_0;0;0;0;0;0;5;0
232063_0;28;56;221;126;154;619;1261
232069_0;2;93;76;22;34;1326;645
232070_0;1035;1153;1000;1344;1113;200;502
232076_0;3;22;21;27;11;0;6
232083_0;0;1;0;2;0;0;0
232102_0;0;0;0;0;0;0;0
46474_0;951;933;687;1362;1274;498;1377
63507_0;0;0;5;1;0;0;0
63510_0;1;35;0;12;3;0;3
63520_0;512;416;943;464;2389;643;1907
63528_0;3;48;0;90;534;1745;2447
63538_0;0;0;0;0;51;2269;510
63542_0;58;1153;4704;317;234;101;80
63545_0;18;0;0;0;0;0;0
63546_0;285;523;291;887;1058;2348;738
63547_0;0;0;0;0;0;0;0
63548_0;0;16;0;0;0;0;0
63554_0;585;500;210;491;38;244;377
39657_0;0;2;0;0;2;0;0
39660_0;349;119;182;691;1531;1010;1168
39662_0;1;0;0;19;0;0;0
39673_0;117;181;1079;129;472;1;143
39674_0;232;112;238;192;2491;810;280
39680_0;0;2;8;0;584;79;7
39691_0;27;56;187;254;556;1350;133
39692_0;181;92;204;206;98;165;406
39694_0;87;167;410;190;667;460;654
39709_0;4;0;0;11;3;0;3
165810_0;0;0;0;0;79;34;135
165819_0;13;12;2;0;0;3;0
165853_0;0;0;61;57;5;0;256
165855_0;0;1;0;0;0;0;0
165857_0;0;2;16;0;0;2;0
165858_0;6;80;10;577;716;14;0
123900_0;0;0;0;0;9;0;13
123904_0;283;135;243;1300;614;402;949
123933_0;4;0;0;16;438;0;0
123946_0;3;38;38;10164;815;204;359
111395_0;264;291;97;1;3260;844;9958
111413_0;0;1;8;20;10;10;0
111418_0;0;0;0;2;0;0;0
111422_0;68;91;65;90;147;136;179
111423_0;336;304;106;329;739;370;709
111425_0;23;22;146;68;14;126;1
111432_0;0;0;6;0;0;0;0
17573_0;45;112;75;11;366;47;223
17575_0;96;29;0;0;30;171;37
17582_0;0;2;14;0;104;0;0
17588_0;2;9;17;231;5;22;135
17597_0;7;47;6;17;0;3;84
17606_0;0;0;0;0;0;0;0
17616_0;282;616;74;773;750;785;599
17620_0;0;0;0;0;0;0;0
35752_0;29;15;12;13;75;213;80
35758_0;6;25;0;2;0;0;0
35760_0;306;184;715;303;237;439;76
35761_0;410;243;219;289;510;312;372
35763_0;210;2892;726;520;451;186;732
35764_0;2;1;0;0;1905;550;317
35777_0;141;233;266;337;180;145;228
35778_0;0;3;6;0;0;0;0
35793_0;5;60;534;484;512;76;99
35800_0;70;26;41;417;23;498;1348
141766_0;0;0;0;101;2;0;0
141770_0;342;175;35;235;1094;583;153
141771_0;0;0;0;1;0;0;0
141781_0;275;191;120;1025;266;115;101
141791_0;0;5;0;1;23;0;19
141795_0;1;8;0;0;0;73;0
141804_0;189;144;145;80;392;1110;459
141823_0;117;23;13;22;143;57;91
26721_0;45;3439;120;68;1106;271;1011
26725_0;0;0;0;8;1;0;42
26735_0;243;694;1223;1769;2395;414;34
26738_0;7;10;51;53;1099;142;301
26762_0;0;9;0;5;238;59;3
26763_0;0;2;0;0;0;0;0
26767_0;546;897;151;254;114;118;601
26771_0;258;1768;857;3514;3599;911;972
234626_0;79;52;53;706;1285;436;2057
234632_0;187;62;62;644;514;463;1421
234652_0;1;0;0;0;0;0;0
221931_0;0;0;0;0;0;0;0
221945_0;76;40;0;15;45;2;21
221953_0;0;0;2;134;1;0;0
221955_0;63;12;97;0;2129;137;50
221961_0;38;116;94;33;2;177;440
221977_0;0;0;0;0;0;0;0
49658_0;1;0;11;13;0;12;25
49669_0;25;39;0;10;8;5;73
49690_0;22;120;150;584;1078;955;422
49709_0;29;35;36;101;125;37;68
49713_0;10;48;1;83;4624;2;0
193677_0;506;2394;1347;1775;1419;1195;1032
193696_0;0;0;0;0;0;0;0
193700_0;2;13;27;44;352;25;10
193713_0;0;7;20;2;31;0;30
193722_0;0;0;34;6;0;0;35
216185_0;158;543;6838;0;18;5;0
216190_0;0;0;0;0;0;0;0
216196_0;12;2;0;13;20;0;116
216202_0;169;453;138;575;13906;1348;281
216206_0;17;32;31;95;3;15;46
216208_0;79;26;13;36;0;482;488
216216_0;518;174;986;89;165;406;36
216229_0;14;124;12;17;295;0;35
216238_0;87;107;12;482;819;22;869
75225_0;27;94;1096;1023;591;452;970
75245_0;0;0;0;0;0;0;0
75250_0;0;1;2;9;4;21;180
75254_0;4756;332;1159;213;1050;2334;134
75268_0;0;0;0;2;2;0;0
75272_0;2;1;6;26;123;0;0
144153_0;12;45;32;47;75;23;129
144167_0;3436;608;1276;1426;962;528;78
144187_0;28;109;6;86;8407;2464;1558
144190_0;0;3;3;0;1;0;3
144192_0;0;1;0;0;0;0;0
144193_0;21;1075;1362;315;5357;262;7
227958_0;13;120;0;50;10;13;113
227968_0;742;1325;5670;6984;3440;1310;5139
227973_0;37;21;0;2;14;213;139
227991_0;22;173;54;30;517;241;237
228009_0;0;0;0;0;0;24;0
139022_0;1;44;190;118;591;786;887
139031_0;13;1;0;5;0;0;6
139044_0;132;60;177;3621;9272;149;164
139056_0;0;0;0;0;0;0;0
139060_0;6;48;108;315;114;359;204
139071_0;139;385;0;12;2111;116;7
139077_0;0;0;0;0;0;0;0
88522_0;382;24;112;223;1170;506;1453
88526_0;7;1;38;31;205;14;130
88531_0;64;263;344;634;1113;122;141
88558_0;296;379;74;81;142;155;76
88563_0;1;2;269;313;1486;2666;6184
88564_0;39;45;2;0;60;68;385
29287_0;1;3059;1039;96;479;215;1381
29289_0;90;703;37;1;23;221;137
29328_0;18;141;219;46;153;43;53
206311_0;0;0;0;0;5402;4026;1
206320_0;1;160;3454;22419;8817;146;14
206340_0;0;0;0;0;6;17;1
206344_0;0;0;0;0;2;0;177
206348_0;3;554;56;200;507;40;2
206349_0;540;26;0;45;0;0;3
206361_0;1255;1713;1253;1359;1573;380;819
146407_0;6;7;2;2;1;5;0
146430_0;1803;1756;512;607;327;234;110
244488_0;189;539;386;692;1361;351;101
244509_0;8;171;70;15;566;21;22
244513_0;2;361;42;13;0;0;3
244519_0;11;4;113;135;11578;775;1882
244540_0;0;0;0;0;13;0;0
69784_0;146;425;446;839;19259;1100;104
69790_0;0;0;0;0;0;0;0
69807_0;2256;9374;2809;3303;1618;850;5911
69823_0;0;0;0;0;0;0;0
69825_0;0;23;0;2;41;2;7
69832_0;229;627;572;1389;559;492;64
69838_0;37;195;60;348;300;35;45
69844_0;1;1;142;0;30;9;227
135603_0;0;28;0;209;106;167;221
135618_0;0;14;0;67;0;327;2
135624_0;1;27;30;24;52;19;65
135641_0;0;0;0;0;0;0;0
135643_0;0;0;0;0;3;0;0
135648_0;0;0;0;0;120;0;0
135657_0;5;54;227;86;997;691;406
135661_0;509;359;428;723;416;112;148
213076_0;0;0;0;0;0;0;0
213077_0;94;404;136;519;190;541;1060
213079_0;0;11;0;0;0;0;2
213088_0;2;0;0;0;0;435;187
213089_0;1471;319;18;13;254;405;5907
213095_0;0;21;2873;865;528;128;7615
213100_0;8;108;383;317;2570;1641;70
213106_0;42;35;215;39;61;162;786
213117_0;117;24;26;22;6;80;134
213127_0;196;269;46;47;419;446;696
213129_0;2;0;0;0;35;1;0
213132_0;4;5;2;0;0;0;0
159881_0;0;0;0;0;0;0;0
159888_0;0;0;0;4;3809;310;0
159892_0;0;0;0;0;0;0;194
159898_0;0;0;0;0;3;5;0
159905_0;83;65;71;112;198;68;220
159916_0;0;4;0;0;6;0;5
159939_0;0;0;0;0;0;0;0
176231_0;4;935;0;11;14;0;1227
176232_0;1;8;0;1;18;0;51
176241_0;0;0;1;0;0;0;0
176244_0;12;481;334;48;58;410;329
176246_0;0;0;11;2;41;0;0
176270_0;124;302;321;197;5931;272;188
176275_0;0;52;40;53;4;39;0
176279_0;6;9;6;1;36;68;11
176281_0;0;0;2;14;5;0;6
176282_0;0;2;0;1093;522;1421;72
227226_0;1;1;0;0;13;29;63
227230_0;0;12;25;41;87;32;24
227233_0;0;0;0;45;5585;851;0
227258_0;0;1;0;0;8;0;0
227265_0;121;2336;543;155;8673;1796;293
227274_0;167;142;489;1581;1304;1117;510
227279_0;0;0;21;0;0;0;0
227280_0;24;1838;81;0;0;0;0
126715_0;2283;4512;628;1357;2561;524;1353
126721_0;233;89;2720;509;407;42;407
126728_0;0;0;0;9;0;0;0
126729_0;10;2;0;1;0;0;1
126733_0;2;25;0;7;13;4;2169
126735_0;110;116;107;516;285;199;250
126740_0;5;7;0;1;68;2;16
126743_0;0;0;83;2;112;17;24
126745_0;0;0;48;17;3;16;50
126746_0;1;6;0;0;0;0;0
31053_0;197;51;0;81;118;63;143
31054_0;1;0;0;0;0;23;0
31060_0;0;0;0;0;2;0;7
31061_0;0;1;13;7;1;0;0
31066_0;62;31;66;339;698;491;107
31076_0;2;26;144;144;426;559;128
31088_0;57;0;0;3;0;0;2
31095_0;319;389;318;396;264;458;206
31097_0;676;809;925;1344;2586;1662;2336
103397_0;0;1;2;0;0;0;0
103398_0;23;3;2;763;991;114;234
103410_0;1502;390;725;924;1354;240;386
103415_0;41;62;25;93;15;1;16
103420_0;52;50;19;394;516;133;330
103425_0;0;39;0;0;0;0;0
103429_0;47;529;459;612;1287;345;211
103432_0;17;149;2;210;365;413;408
103434_0;5;2;103;473;348;331;193
103441_0;0;0;0;9;9;4;0
103444_0;4;0;0;818;25150;8756;0
103449_0;214;243;43;301;154;672;296
103453_0;0;1;0;0;0;0;0
103454_0;35;44;71;165;4660;112;62
122493_0;57;35;28;5;539;837;56
122495_0;661;8;2;3;23;0;238
122503_0;19;408;1822;333;3125;59;0
122513_0;41;20;7;68;3;0;0
122520_0;23;8;12;72;147;558;118
122525_0;100;713;21;222;1313;101;290
122528_0;3;85;0;440;56;174;19
139386_0;84;27;18;23;10;86;195
139393_0;19;115;29;155;288;273;3580
139411_0;1135;686;49;239;2335;9568;440
139414_0;20;726;172;269;995;1240;1534
139415_0;21;55;0;16;13;0;0
139431_0;78;165;581;1624;1476;1040;775
139438_0;0;0;0;0;0;0;0
79002_0;0;0;0;0;2;0;0
79015_0;120;80;280;234;558;195;60
79022_0;33;49;24;222;1728;319;121
79027_0;292;1366;3080;275;75;9;111
79031_0;1563;460;790;514;502;199;890
79043_0;35;1029;1433;164;426;240;4
79055_0;710;2665;920;126;1442;28;3
2457_0;3;0;12;5;346;0;0
2463_0;0;0;0;2;0;0;0
2465_0;0;7;0;5;5;0;0
2471_0;34;3;0;13;6;0;11
2482_0;790;1852;512;14;54;3;162
66131_0;271;213;7;3328;329;262;363
66150_0;398;425;3318;2698;739;506;172
66161_0;206;796;1205;652;1347;303;132
66173_0;0;0;0;0;0;0;0
66176_0;291;404;25;146;93;101;2522
110112_0;3063;445;11;78;6134;552;239
110113_0;67;29;0;47;246;261;13
110115_0;1;32;0;36;5;13;183
110122_0;4;2;14;69;71;1339;109
110129_0;0;0;0;0;2;0;0
110137_0;0;0;0;16;3;3;8
110143_0;272;280;258;342;295;35;303
110149_0;0;0;0;2;0;0;0
110152_0;1;0;0;0;29655;293;541
110153_0;4;303;1;26;6351;2114;9310
110159_0;141;569;376;756;732;2408;744
110163_0;3;3;0;0;0;17;0
33065_0;138;2297;21;0;0;0;100
33067_0;112;326;0;13;153;43;57
33070_0;72;2194;1437;5523;12271;3015;1816
33075_0;254;1019;841;981;975;457;253
33090_0;74;306;79;104;488;149;191
33110_0;177;887;794;1421;1025;985;1163
33112_0;117;21;31;36;139;563;3
247914_0;10;1;3;181;7;10;46
247925_0;0;0;4;3;12;0;0
247930_0;803;748;322;716;363;936;418
247936_0;2;45;17;16;0;0;0
247951_0;3;0;0;76;0;57;0
247957_0;294;518;22;92;41;779;75
186858_0;7;12;0;0;11;25;16
186866_0;60;83;16;1609;993;47;63
186867_0;6;3;0;0;0;0;0
186881_0;22;126;137;238;458;676;398
186883_0;119;161;149;211;200;118;59
186894_0;1;1;0;2;0;0;0
186898_0;21;15;24;317;431;160;189
186902_0;0;0;0;0;0;0;0
245649_0;0;0;0;0;1;0;0
245654_0;10;10;0;1;0;0;0
245677_0;3036;199;2;179;442;28;0
245705_0;0;0;0;0;0;0;0
176536_0;38;255;17;56;446;405;316
176544_0;17;61;29;40;181;38;319
176551_0;85;104;0;352;757;400;270
176554_0;0;6;0;343;46;0;0
176558_0;0;0;0;0;0;63;4
176564_0;42;309;347;311;96;40;243
176565_0;12;655;5;16;39;78;12
176574_0;0;0;0;0;0;0;0
176588_0;24;75;0;0;13;0;5
176593_0;1;1585;308;60;321;16;34
53437_0;917;3884;965;1448;11935;920;883
53438_0;115;0;9;1;0;3;0
53461_0;19;216;197;391;583;79;84
53473_0;107;185;168;627;503;979;343
53483_0;3;5;5;5;2;125;5
58163_0;54;1462;1007;2747;2173;6811;281
58174_0;0;0;0;0;821;135;106
58182_0;15;285;116;187;287;793;114
58187_0;776;1714;1817;764;962;193;27
208376_0;5;2;1;134;930;0;29
208378_0;38;74;9;543;3478;4348;1473
208379_0;0;2;0;0;106;0;1
208403_0;53;235;69;225;205;121;110
208404_0;65;92;523;2104;398;230;133
208405_0;15;458;3;4689;1284;311;23
208406_0;0;0;9;26;378;40;550
208415_0;198;21;32;3765;762;629;39
208416_0;0;0;0;0;2;10;0
208420_0;0;1;0;0;0;11;0
208427_0;398;326;256;203;477;464;45
170251_0;0;2;0;1;17;4;1035
170254_0;1;1;0;0;52;0;4
170262_0;24;1;0;0;0;0;0
170280_0;0;1;0;0;11;7;0
170287_0;308;738;364;681;754;513;374
170289_0;7;39;24;175;220;166;125
170294_0;98;539;642;780;2416;1121;2481
170310_0;149;26;10;294;88;118;24
54168_0;4;140;129;342;132;1064;2552
54191_0;526;558;997;774;257;218;349
54211_0;0;0;0;1;5;429;47
54214_0;13;44;21;44;114;20;189
54221_0;119;108;74;377;22;65;27
158913_0;24;333;2574;2586;4040;141;1265
158915_0;107;136;13;54;48;73;119
158930_0;2;139;80;148;99;19;29
158933_0;8;62;179;112;477;3094;244
158944_0;15;51;0;96;0;0;828
158947_0;5;159;36;153;0;2;0
158959_0;606;1113;368;246;844;606;482
158965_0;0;0;0;652;0;0;0
248262_0;44;142;777;203;1511;667;248
248267_0;2;0;0;7;115;0;0
248276_0;0;0;0;2;1;0;0
248284_0;112;88;115;77;113;70;232
248294_0;1;0;0;0;9;2;0
248295_0;62;19;0;0;20;0;0
248302_0;86;38;0;2;215;51;38
248313_0;76;67;44;81;55;190;316
137619_0;90;194;139;153;199;1112;390
137620_0;139;309;11;2;6792;7193;3330
137622_0;23;83;44;35;67;269;44
137635_0;175;415;127;489;318;267;635
137648_0;2;10;0;13;22;1;0
137650_0;82;10;23;609;14221;1975;72
223327_0;129;253;48;378;94;1;43
223329_0;0;15;1881;42;17;72;4512
223330_0;0;0;0;0;15;0;0
223338_0;20;0;0;0;1;0;0
223348_0;162;24;388;157;418;601;56
223360_0;289;665;166;1697;1820;530;395
223361_0;889;3035;3423;482;1401;1670;2385
223362_0;333;428;105;200;7;12;95
223370_0;0;0;0;4;19;0;0
239613_0;0;0;2;0;0;0;0
239615_0;0;0;0;10;6;0;0
239618_0;0;0;0;0;2;0;0
239625_0;0;2;0;0;31;0;122
239638_0;27;10;8;325;728;1;0
239639_0;86;228;21;1502;1146;358;39
239662_0;72;39;212;3556;14224;1766;1
42708_0;0;0;0;0;0;10;0
42717_0;3;19;0;137;22;12;26
42720_0;0;0;0;0;0;0;0
42726_0;650;1938;1077;1830;5890;1148;1798
42732_0;26;122;9;5;2661;368;233
42741_0;0;7;0;1;1267;984;237
42743_0;16;443;280;133;2706;762;668
112922_0;248;139;2;199;305;143;3
112942_0;31;12;0;76;44;3;0
112954_0;0;0;0;3;0;0;0
112965_0;0;7;21;13;8;0;6
112970_0;2;0;0;9;102;0;0
178370_0;19;230;241;159;125;227;333
178372_0;0;2;0;0;119;0;0
178376_0;0;0;4;440;50;0;53
178381_0;116;50;35;318;400;397;127
178386_0;3;37;23;129;209;21;86
178392_0;5;19;1;1;493;0;0
178393_0;1438;2325;2162;2391;2149;775;2483
178400_0;20;16;15;455;251;218;157
178410_0;1505;1482;73;2566;678;2220;413
178421_0;205;6;471;32;11;11;16
178424_0;31;29;5267;3602;68;311;269
215032_0;103;520;183;139;323;122;857
215050_0;1646;1914;325;1241;7749;2863;1155
215079_0;1;0;0;44;240;21;0
69848_0;0;0;0;0;0;0;0
69851_0;11;135;116;204;42;1;161
69866_0;0;10;0;1;0;0;0
69868_0;130;672;302;995;1627;360;237
69881_0;38;17;0;12;0;0;10
69882_0;1;144;0;88;135;253;182
69888_0;0;2;6;16;0;0;0
69894_0;8;6;410;197;455;73;206
120475_0;2;0;2;33;1678;261;11
120476_0;170;851;304;889;938;265;713
120488_0;89;70;74;93;101;47;45
120502_0;0;141;2;0;0;0;0
120503_0;126;262;77;150;21;327;269
120507_0;0;3;0;0;0;0;5
120520_0;5;0;0;9;18;32;0
120524_0;85;70;129;37;143;613;1169
120526_0;0;0;0;0;0;12;0
120532_0;3;163;55;50;3166;3443;505
225278_0;0;6;0;0;0;0;0
225291_0;116;339;197;180;1789;221;493
225294_0;444;2721;147;0;10;0;59
225306_0;8;29;1;665;982;286;0
225325_0;5;177;2939;1881;56;1480;3884
225332_0;4;7;22;59;6;67;175
71636_0;1;23;22;1778;9761;2597;50
71644_0;0;0;0;0;24;0;0
71648_0;2;72;0;1323;615;520;883
71649_0;1;32;0;314;1904;1456;7692
71657_0;0;0;0;0;0;0;0
71661_0;10;66;26;8;176;2;8
71669_0;1;1;0;0;1;0;0
134445_0;0;65;16;17;24;0;11
134452_0;222;1057;222;163;1984;39;143
134457_0;0;0;0;0;0;5;0
134458_0;0;0;0;0;0;0;0
134478_0;59;201;174;107;539;31;81
134481_0;1;501;7;0;34;99;22
134484_0;62;1226;206;77;913;792;575
134497_0;38;119;19;1069;392;338;136
134503_0;1;1;0;1;0;0;0
134504_0;3;7;0;0;0;0;0
233211_0;161;103;292;446;478;974;617
233215_0;0;0;0;0;6;0;0
233224_0;61;147;81;830;2808;817;1395
233239_0;257;1071;733;1044;1031;1203;1839
233244_0;0;0;0;12;143;956;42
233254_0;0;11;0;5;3720;1403;0
233259_0;59;240;4;795;35;19;1265
230824_0;1932;82;304;95;103;181;1
230828_0;7;0;0;0;0;0;0
230837_0;123;52;15;36;58;64;35
230844_0;44;401;34;140;879;142;190
230861_0;0;3;0;0;0;0;0
230865_0;1;5;2;464;153;125;235
230880_0;62;86;1960;7055;21776;3941;439
39596_0;4;0;0;2;9;0;0
39600_0;2426;1978;1046;1423;756;209;217
39604_0;0;0;0;0;4;0;0
39627_0;1;0;33;1;886;1993;1486
39632_0;2;2;0;0;0;5;58
39637_0;15;741;3410;4;4;170;112
39638_0;671;1530;1193;834;2100;233;121
39645_0;0;0;0;0;0;0;5
137282_0;1;36;161;46;90;274;350
137284_0;314;164;145;54;63;1045;53
137288_0;715;82;0;935;224;305;277
137292_0;160;217;1227;1590;1271;470;403
137300_0;0;0;0;2;431;2;60
137305_0;142;0;5;0;32;512;3883
919_0;0;0;0;6;17;8;9
931_0;193;213;2;263;817;110;306
936_0;0;0;9;0;4;0;0
938_0;16;4;0;10;40;0;13
947_0;444;732;113;1230;2334;1215;81
951_0;0;0;0;0;2;0;0
953_0;2;6;3;0;6;0;0
962_0;11;38;0;33;2;0;21
964_0;5;36;39;1239;2466;50;6
965_0;0;4;29;316;135;37;9
970_0;252;465;41;2618;1370;1536;1202
973_0;0;5;0;15;27;0;0
55693_0;0;185;275;33;522;731;15
55695_0;10;929;419;262;126;734;636
55708_0;54;0;0;0;0;0;50
55725_0;0;4;13;11;38;0;11
55726_0;106;34;69;188;8595;555;719
55736_0;1029;1758;1374;2842;2395;1607;2062
55738_0;0;0;0;31;25;0;17
55741_0;9;84;140;100;242;168;238
55745_0;2;0;0;0;0;0;0
134384_0;144;416;109;727;431;94;281
134391_0;40;911;132;65;359;324;829
134394_0;221;169;491;362;846;462;1119
134433_0;243;77;22;220;683;248;41
134443_0;0;2;0;0;2;0;10
119875_0;183;42;19;20;295;23;3
119876_0;267;4;2;0;0;0;0
119886_0;9;3;8;79;3444;34;318
119889_0;741;1142;310;3788;2007;964;2023
119908_0;15;11;95;294;91;597;5
119909_0;0;0;0;2;3;1110;55
119911_0;0;0;0;0;0;0;0
119916_0;369;113;38;330;1205;481;547
116633_0;5;1;2088;123;93;193;300
116642_0;59;1;50;132;127;228;8
116643_0;792;149;370;434;789;1251;448
116650_0;151;589;314;2171;1276;1045;459
116681_0;239;46;91;262;57;120;57
116682_0;0;0;0;0;0;0;0
134103_0;1;0;0;4;13;0;0
134114_0;0;0;149;5;74;14;31
134118_0;0;0;0;5;229;100;0
134122_0;0;0;0;0;0;0;0
134133_0;1;8;0;0;0;0;0
134134_0;12;305;17;255;425;63;115
75528_0;188;612;802;639;1927;1392;578
75532_0;1;42;0;0;5893;1282;0
75543_0;0;0;2;1;0;0;0
75544_0;0;1;0;0;0;0;0
75545_0;0;0;0;0;10;0;7
75553_0;0;0;0;0;0;0;0
75568_0;40;470;541;404;2741;2148;916
75571_0;59;7;95;168;206;77;31
9030_0;0;0;0;3;1;0;43
9038_0;172;133;5;186;378;14;44
9044_0;0;0;0;6;13;0;0
9049_0;348;404;190;1838;1723;578;1500
9064_0;0;14;0;0;1;0;0
9071_0;0;1;0;1;0;0;0
9077_0;12;0;5;6;45;32;4
9078_0;1;33;0;0;0;0;0
9087_0;1;615;297;26070;646;0;223
211862_0;21;195;1445;1079;604;150;213
211863_0;0;2;109;13;8;0;13
211871_0;95;152;120;193;589;80;411
211874_0;1;364;66;55;3855;280;2
211885_0;0;2;0;0;0;6;0
211887_0;0;0;0;0;1;0;0
211888_0;56;103;0;57;7;171;59
211889_0;0;7;0;0;0;0;0
211891_0;41;17;120;19;1;0;52
211908_0;1;12;0;0;1;0;0
211912_0;19;70;62;229;135;474;493
148663_0;238;383;19;225;89;256;106
148667_0;172;742;218;1994;883;878;902
148668_0;18;2;0;78;164;163;0
148684_0;59;158;147;378;533;850;94
148690_0;81;1241;935;1030;13113;2734;11515
148701_0;1;0;0;0;0;174;134
148703_0;53;7;67;10;3;32;32
148708_0;389;146;63;510;916;149;644
148714_0;151;235;375;487;1433;245;445
234988_0;266;128;430;200;1133;336;532
234994_0;130;315;121;116;92;71;18
234999_0;15;3;0;245;90;3;2680
235009_0;108;76;88;63;367;3734;114
235013_0;21;3105;0;0;0;0;0
89489_0;115;857;939;146;5011;214;1838
89493_0;0;0;0;0;14274;445;0
89495_0;660;1102;56;76;183;214;106
89524_0;0;0;0;0;0;0;0
89533_0;0;46;4;2615;13;0;3
89542_0;1;7;0;0;0;0;0
89545_0;783;2610;1724;4876;8209;1186;4732
33308_0;0;0;7;23;287;1929;69
33331_0;356;2856;3567;2799;2562;1557;2786
33334_0;304;117;370;719;522;325;459
33357_0;32;93;1;651;5265;955;1443
33360_0;148;1105;426;1235;439;563;132
33362_0;14;3;0;0;5194;3;0
162996_0;0;1;0;0;0;0;0
163004_0;146;113;49;79;115;86;105
163022_0;886;2046;1364;2586;5460;3302;1491
163037_0;8;14;8;82;133;363;143
163042_0;1;0;0;0;3;0;0
163044_0;29;39;48;42;424;165;351
76629_0;53;6;23;5;45;62;0
76633_0;0;0;0;0;6;0;0
76641_0;699;984;897;1829;2991;611;669
76645_0;3;6;0;0;0;0;0
76650_0;1;197;0;44;102;0;22927
50021_0;0;0;0;0;1;0;0
50023_0;48;90;0;81;340;508;25
50030_0;321;86;288;1841;603;129;1757
50036_0;0;2;0;1;38;0;394
50053_0;44;50;50;42;127;64;54
50076_0;118;772;80;199;392;373;1115
41800_0;0;0;0;0;3438;124;386
41821_0;52;268;2336;295;240;38;355
41827_0;0;0;0;0;0;0;0
45268_0;8;2;0;0;0;0;0
45284_0;47;33;0;14;476;4;133
45286_0;3;5;2;4;53;0;0
45288_0;301;132;469;287;0;664;435
45292_0;182;421;1256;115;321;151;661
45294_0;0;28;1;2;0;0;0
45301_0;5;394;23;6;11;556;52
45304_0;47;1;7;44;27;367;4
45313_0;143;33;19;11;199;32;62
45318_0;0;12;5;23;1;26;50
45321_0;681;840;109;278;163;176;132
32211_0;51;1199;1398;783;1143;1072;2487
32212_0;0;0;0;1;2;0;0
32223_0;128;321;436;442;297;622;271
32226_0;0;0;0;0;0;0;0
